X,Y,Omega,Omegadt,Theta,Thetadt,Psi,d,T
3.5554509311445455,-0.022827374828607552,0.00029819953506407808,-0.0039255991339339803,-0.0013348573447789403,-0.0073088121339234258,0.0,-0.02,-2
3.583227026559356,-0.023133090021156048,0.00025894354372473828,-0.0019653665835109185,-0.0014079454661181745,0.1971949687787122,0.0,0.02,2
3.6110031182957036,-0.023439139242033745,0.00023928987788962911,-0.0023169121425022894,0.00056400422166894763,-0.0058649479874908206,0.0,-0.02,-2
3.6387792061478268,-0.023745540780438772,0.00021612075646460622,-0.0029947000454253157,0.00050535474179403946,-0.20883870162649007,0.0,-0.02,-2
3.6665552955564542,-0.024051801185213977,0.00018617375601035307,-0.0030950806784187553,-0.0015830322744708612,-0.20810470651731719,0.0,-0.02,0
3.6943313863591198,-0.02435793513251136,0.00015522294922616552,-0.0034979422686946034,-0.0036640793396440332,-0.2073461083118224,0.0,0,0
3.7221074727930117,-0.024664465210272456,0.00012024352653921949,-0.0045567037901298076,-0.0057375404227622568,-0.20648876952047568,0.0,-0.02,0
3.7498835490932518,-0.024971912172910476,7.4676488637921413e-05,-0.0054069548490539949,-0.007802428117967013,-0.20537193035622817,0.0,-0.02,0
3.7776596094644144,-0.025280794883869813,2.0606940147381466e-05,-0.0067945621514221835,-0.009856147421529295,-0.20404669632459729,0.0,-0.02,0
3.8054356480544849,-0.025591630072554387,-4.7338681366840363e-05,-0.0080800696193410858,-0.011896614384775267,0.0011602617982069963,0.0,-0.02,2
3.8332116589338185,-0.025904931688805838,-0.00012813937756025123,-0.0076578092046349659,-0.011885011766793198,0.20668229528079532,0.0,0.02,2
3.8609876360733884,-0.026221210385058119,-0.00020471746960660088,-0.0075758629577988785,-0.0098181888139852441,0.20855920930153918,0.0,-0.02,0
3.8887635791874815,-0.026540463253901019,-0.00028047609918458968,-0.0085742298634290549,-0.0077325967209698528,0.21041603845786244,0.0,-0.02,0
3.9165394939534006,-0.026862173042366475,-0.00036621839781888024,-0.0093529017010886475,-0.0056284363363912279,0.2125175653851735,0.0,-0.02,0
3.9443153862401932,-0.027185817823097699,-0.00045974741482976672,-0.010940110095477181,-0.003503260682539493,0.21480994325308739,0.0,-0.02,0
3.9720912620801663,-0.027510871040279831,-0.00056914851578453857,-0.012221805352670628,-0.001355161250008619,0.013949718524130988,0.0,-0.02,-2
3.9998671276472892,-0.027836800892721811,-0.00069136656931124486,-0.011347105463342612,-0.0012156640647673091,-0.18659636521041525,0.0,0.02,-2
4.0276429892331729,-0.028163069851443491,-0.00080483762394467097,-0.009595132559339848,-0.0030816277168714615,0.019726412351585204,0.0,0.02,2
4.0554188472441153,-0.028489643009545883,-0.00090078894953806951,-0.010127557686357876,-0.0028843635933556095,-0.18146346373426758,0.0,-0.02,-2
4.0831946961778662,-0.028816987294773277,-0.0010020645264016482,-0.011444735333177469,-0.0046989982306982854,-0.17898121920329751,0.0,-0.02,0
4.1109705365960902,-0.029145053344481201,-0.001116511879733423,-0.011362030439755966,-0.0064888104227312608,-0.17617613701379323,0.0,-0.02,0
4.1387463631011983,-0.029474295246017617,-0.0012301321841309827,-0.012745255641719383,-0.0082505717928691939,-0.17339132563150009,0.0,-0.02,0
4.1665221703118345,-0.029805160882144636,-0.0013575847405481766,-0.013103178167285044,-0.0099844850491841945,-0.170267488464412,0.0,-0.02,0
4.1942979528521107,-0.030138091125387869,-0.001488616522221027,-0.01388446988723701,-0.011687159933828314,0.036485699074044947,0.0,-0.02,2
4.2220737053318365,-0.030473519890717136,-0.001627461221093397,-0.014461916448171705,-0.011322302943087864,0.039888755418955979,0.0,-0.02,0
4.2498494223387766,-0.030811873288796175,-0.001772080385575114,-0.014758789173253265,-0.010923415388898305,0.043433342783703949,0.0,-0.02,0
4.2776251046867619,-0.031153060005123696,-0.0019196682773076467,-0.014545968506888005,-0.010489081961061266,-0.15649093119089558,0.0,-0.02,-2
4.3054007533230125,-0.031496980209741572,-0.0020651279623765269,-0.015366959852654204,-0.012053991272970223,-0.1529257428313642,0.0,-0.02,0
4.3331763693348861,-0.03184352520327096,-0.002218797560903069,-0.015137036528345969,-0.013583248701283865,-0.14915933110277249,0.0,-0.02,0
4.3609519475482603,-0.032193086620423174,-0.0023701679261865288,-0.014843679945807455,-0.015074842012311591,-0.14544927313013867,0.0,-0.02,0
4.388727482774617,-0.032546047186227382,-0.0025186047256446032,-0.015270454692298093,-0.016529334743612976,-0.14181111628067605,0.0,-0.02,0
4.4165029698057969,-0.032902780212960565,-0.0026713092725675841,-0.014986973861846185,-0.017947445906419737,-0.13806835777766183,0.0,-0.02,0
4.4442784034019622,-0.033263649741487454,-0.0028211790111860461,-0.015400600971084458,-0.019328129484196356,-0.13439507987034657,0.0,-0.02,0
4.4720537782801886,-0.033629010721337574,-0.0029751850208968905,-0.016791115537033354,-0.020672080282899821,-0.13062042276959057,0.0,-0.02,0
4.4998290891099897,-0.033999208748804438,-0.0031430961762672241,-0.017711222462676875,-0.021978284510595726,-0.12650495327521966,0.0,-0.02,0
4.5276043305043459,-0.034374580240607598,-0.0033202084008939928,-0.017600013015490083,-0.023243334043347923,-0.12216396737750473,0.0,-0.02,0
4.5553794970175749,-0.034755452179686855,-0.0034962085310488934,-0.016058419394529913,-0.02446497371712297,-0.11785023869723756,0.0,0.02,0
4.5831545831529183,-0.035142141261348743,-0.0036567927249941926,-0.013623900756191352,-0.025643476104095345,-0.11391435159073512,0.0,0.02,0
